transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,previous_success_count,previous_failure_count,historical_success_rate,device_type,channel,transaction_hour,recovery_probability,recovered,recovered_amount
TXN_004481,1473,529.27,UPI,Bank Decline,0,4,0,1.0,Desktop,App,7,0.711176825,1,529.27
TXN_004482,2929,472.78,UPI,Bank Decline,3,4,5,0.4444444444444444,Mobile,App,7,0.16798471666666667,1,472.78
TXN_004483,301,1630.24,UPI,Bank Decline,0,6,1,0.8571428571428571,Desktop,App,16,0.6227101142857142,0,0.0
TXN_004484,1092,649.78,Net Banking,Insufficient Funds,2,8,1,0.8888888888888888,Mobile,Web,16,0.45420888333333326,1,649.78
TXN_004485,1031,655.11,UPI,Gateway Error,1,9,2,0.8181818181818182,Mobile,App,3,0.781771315909091,1,655.11
TXN_004486,817,2062.46,Credit Card,Network Timeout,0,9,1,0.9,Mobile,App,6,0.92734385,1,2062.46
TXN_004487,83,1144.69,Credit Card,Insufficient Funds,1,7,3,0.7,Mobile,App,16,0.40963827499999994,1,1144.69
TXN_004488,1921,1192.18,Net Banking,Authentication Failure,0,8,3,0.7272727272727273,Desktop,Web,13,0.6958831863636364,0,0.0
TXN_004489,2094,213.97,UPI,Authentication Failure,2,12,4,0.75,Mobile,App,20,0.571965075,1,213.97
TXN_004490,618,916.38,UPI,Gateway Error,0,7,3,0.7,Mobile,App,7,0.7802090500000001,0,0.0
TXN_004491,2976,297.53,UPI,Authentication Failure,1,5,2,0.7142857142857143,Desktop,Web,4,0.6203276035714286,0,0.0
TXN_004492,2310,462.2,Credit Card,Network Timeout,3,4,2,0.6666666666666666,Desktop,App,21,0.5813445,1,462.2
TXN_004493,176,765.49,UPI,Gateway Error,0,5,6,0.45454545454545453,Desktop,Web,16,0.6333135477272727,1,765.49
TXN_004494,1190,646.15,UPI,Network Timeout,0,11,4,0.7333333333333333,Mobile,App,19,0.8308846249999998,0,0.0
TXN_004495,2705,1122.57,Debit Card,Gateway Error,1,7,1,0.875,Mobile,App,7,0.814693575,1,1122.57
TXN_004496,842,1232.2,UPI,Network Timeout,0,5,3,0.625,Desktop,App,5,0.7644194999999999,1,1232.2
TXN_004497,370,1308.33,Credit Card,Insufficient Funds,1,8,1,0.8888888888888888,Mobile,App,2,0.5225625083333332,0,0.0
TXN_004498,1819,226.93,UPI,Authentication Failure,0,10,2,0.8333333333333334,Mobile,App,17,0.761932675,0,0.0
TXN_004499,2102,4403.38,Credit Card,Network Timeout,0,8,1,0.8888888888888888,Mobile,App,2,0.9148248833333333,1,4403.38
TXN_004500,690,652.19,UPI,Network Timeout,2,5,4,0.5555555555555556,Mobile,App,8,0.5842028583333334,1,652.19
TXN_004501,1780,1755.22,Debit Card,Authentication Failure,1,11,3,0.7857142857142857,Mobile,App,12,0.6595405214285714,0,0.0
TXN_004502,1365,100.0,UPI,Network Timeout,1,12,1,0.9230769230769231,Mobile,App,19,0.8760961538461537,1,100.0
TXN_004503,1433,537.93,Debit Card,Insufficient Funds,1,9,3,0.75,Mobile,Web,14,0.441155175,0,0.0
TXN_004504,367,206.74,UPI,Bank Decline,0,4,0,1.0,Desktop,App,19,0.7119831500000001,0,0.0
TXN_004505,644,333.92,Credit Card,Gateway Error,2,5,0,1.0,Desktop,App,10,0.8216652000000001,0,0.0
TXN_004506,2427,692.59,Net Banking,Insufficient Funds,1,10,1,0.9090909090909091,Desktop,App,1,0.5362230704545454,0,0.0
TXN_004507,73,508.87,UPI,Expired Card,2,7,4,0.6363636363636364,Desktop,App,15,0.20304600681818177,0,0.0
TXN_004508,2963,1903.05,UPI,Insufficient Funds,0,11,2,0.8461538461538461,Mobile,App,22,0.5654346826923076,1,1903.05
TXN_004509,1272,2738.58,UPI,Insufficient Funds,0,10,2,0.8333333333333334,Desktop,Web,16,0.5556535499999999,0,0.0
TXN_004510,860,306.9,Net Banking,Network Timeout,0,11,2,0.8461538461538461,Mobile,App,20,0.8994250576923075,1,306.9
TXN_004511,43,450.24,UPI,Authentication Failure,0,9,1,0.9,Mobile,App,17,0.8013744,1,450.24
TXN_004512,2425,291.53,Wallet,Network Timeout,1,12,0,1.0,Mobile,App,22,0.9217711749999999,1,291.53
TXN_004513,1065,1676.93,UPI,Bank Decline,0,10,2,0.8333333333333334,Mobile,App,11,0.6083076749999999,0,0.0
TXN_004514,2218,755.39,Credit Card,Bank Decline,0,7,1,0.875,Desktop,App,10,0.635611525,0,0.0
TXN_004515,2260,682.57,Credit Card,Gateway Error,0,9,2,0.8181818181818182,Mobile,App,3,0.8517026659090909,1,682.57
TXN_004516,1517,854.04,UPI,Gateway Error,0,7,4,0.6363636363636364,Tablet,App,12,0.7421830818181818,0,0.0
TXN_004517,2087,518.56,Credit Card,Insufficient Funds,2,12,1,0.9230769230769231,Desktop,App,10,0.4750497538461538,0,0.0
TXN_004518,369,335.23,Credit Card,Bank Decline,2,13,4,0.7647058823529411,Desktop,App,13,0.4304854544117647,0,0.0
TXN_004519,2805,692.87,Debit Card,Authentication Failure,3,12,2,0.8571428571428571,Mobile,Web,18,0.5650535392857142,1,692.87
TXN_004520,151,537.21,Credit Card,Gateway Error,3,9,0,1.0,Desktop,Web,21,0.751156975,1,537.21
TXN_004521,1135,877.98,Debit Card,Insufficient Funds,0,7,2,0.7777777777777778,Mobile,App,23,0.5269717166666666,0,0.0
TXN_004522,1504,180.26,Debit Card,Expired Card,0,6,0,1.0,Desktop,App,21,0.56204935,1,180.26
TXN_004523,1460,772.08,UPI,Gateway Error,2,6,1,0.8571428571428571,Desktop,App,18,0.7348555142857142,0,0.0
TXN_004524,1071,383.22,UPI,Network Timeout,1,12,1,0.9230769230769231,Mobile,App,18,0.8753881038461537,1,383.22
TXN_004525,1024,750.73,UPI,Network Timeout,1,13,1,0.9285714285714286,Desktop,App,20,0.877766032142857,1,750.73
TXN_004526,1599,1372.06,UPI,Bank Decline,1,7,0,1.0,Mobile,App,9,0.6390698500000002,1,1372.06
TXN_004527,2785,426.24,Debit Card,Gateway Error,2,6,3,0.6666666666666666,Desktop,App,2,0.6214343999999999,1,426.24
TXN_004528,2041,1732.6,Credit Card,Authentication Failure,0,9,2,0.8181818181818182,Mobile,Web,16,0.749077590909091,1,1732.6
TXN_004529,1390,165.24,Credit Card,Bank Decline,1,8,3,0.7272727272727273,Desktop,App,19,0.4784505363636364,0,0.0
TXN_004530,69,2287.15,Debit Card,Insufficient Funds,1,6,5,0.5454545454545454,Mobile,App,18,0.3140548522727272,1,2287.15
TXN_004531,2347,1791.48,UPI,Expired Card,0,8,2,0.8,Desktop,Web,10,0.43802130000000006,0,0.0
TXN_004532,944,327.25,UPI,Network Timeout,1,12,2,0.8571428571428571,Mobile,App,21,0.835967589285714,0,0.0
TXN_004533,802,329.45,Credit Card,Insufficient Funds,4,6,1,0.8571428571428571,Mobile,App,4,0.29596208928571416,1,329.45
TXN_004534,2344,201.15,UPI,Bank Decline,1,7,0,1.0,Mobile,App,1,0.6419971250000002,1,201.15
TXN_004535,2251,1390.06,Debit Card,Network Timeout,1,8,1,0.8888888888888888,Tablet,App,17,0.8523581833333332,1,1390.06
TXN_004536,61,510.64,UPI,Insufficient Funds,3,8,2,0.8,Mobile,App,9,0.3312234,0,0.0
TXN_004537,946,481.54,Credit Card,Authentication Failure,0,3,1,0.75,Mobile,Web,1,0.71129615,1,481.54
TXN_004538,1338,270.9,Wallet,Authentication Failure,2,3,5,0.375,Mobile,App,23,0.34682274999999996,0,0.0
TXN_004539,1185,2834.38,Credit Card,Expired Card,1,8,2,0.8,Tablet,App,17,0.36541405000000005,0,0.0
TXN_004540,331,305.45,UPI,Gateway Error,0,7,2,0.7777777777777778,Mobile,Web,16,0.8284030416666667,0,0.0
TXN_004541,1552,678.13,UPI,Network Timeout,2,4,2,0.6666666666666666,Mobile,App,5,0.650804675,1,678.13
TXN_004542,338,790.59,UPI,Network Timeout,4,14,2,0.875,Desktop,Web,20,0.635523525,1,790.59
TXN_004543,1630,483.51,Debit Card,Bank Decline,0,11,2,0.8461538461538461,Desktop,Web,18,0.6189835326923077,1,483.51
TXN_004544,1328,411.29,UPI,Insufficient Funds,1,8,0,1.0,Desktop,App,3,0.591471775,1,411.29
TXN_004545,1527,495.02,UPI,Gateway Error,0,7,1,0.875,Mobile,App,23,0.88626245,1,495.02
TXN_004546,1674,1045.52,Debit Card,Bank Decline,3,11,0,1.0,Mobile,Web,1,0.49988620000000006,1,1045.52
TXN_004547,1362,503.89,UPI,Network Timeout,2,8,2,0.8,Desktop,Web,4,0.7312402750000001,1,503.89
TXN_004548,1574,2441.67,Credit Card,Bank Decline,2,7,2,0.7777777777777778,Mobile,App,20,0.43306249166666666,0,0.0
TXN_004549,2687,357.23,UPI,Network Timeout,1,12,1,0.9230769230769231,Mobile,Web,11,0.8754530788461538,1,357.23
TXN_004550,275,1215.96,UPI,Network Timeout,0,11,3,0.7857142857142857,Tablet,App,19,0.8608886714285714,1,1215.96
TXN_004551,1188,163.18,Credit Card,Bank Decline,3,13,7,0.65,Desktop,Web,17,0.29209205,0,0.0
TXN_004552,2367,357.26,UPI,Bank Decline,2,6,2,0.75,Mobile,App,4,0.42160685000000003,0,0.0
TXN_004553,2637,346.18,Net Banking,Bank Decline,0,5,2,0.7142857142857143,Mobile,App,0,0.5402059785714286,0,0.0
TXN_004554,2552,275.03,UPI,Bank Decline,0,10,0,1.0,Mobile,App,21,0.7118124250000001,0,0.0
TXN_004555,2435,834.45,UPI,Authentication Failure,2,11,4,0.7333333333333333,Mobile,Web,3,0.560413875,0,0.0
TXN_004556,1994,609.02,UPI,Insufficient Funds,1,4,4,0.5,Mobile,App,15,0.29097744999999997,1,609.02
TXN_004557,870,107.44,UPI,Gateway Error,0,11,0,1.0,Tablet,App,5,0.95,1,107.44
TXN_004558,2881,3282.72,Debit Card,Network Timeout,0,8,5,0.6153846153846154,Mobile,App,23,0.7535239692307691,1,3282.72
TXN_004559,1015,765.72,UPI,Network Timeout,0,5,0,1.0,Mobile,App,5,0.95,1,765.72
TXN_004560,1912,665.77,UPI,Expired Card,0,11,4,0.7333333333333333,Mobile,App,21,0.4008355749999999,1,665.77
TXN_004561,603,1897.13,UPI,Gateway Error,3,8,2,0.8,Desktop,App,11,0.6277571750000001,0,0.0
TXN_004562,1800,1467.17,UPI,Insufficient Funds,0,5,2,0.7142857142857143,Mobile,App,12,0.48740350357142853,0,0.0
TXN_004563,691,523.98,UPI,Authentication Failure,1,15,5,0.75,Desktop,App,6,0.6411900500000001,0,0.0
TXN_004564,494,139.49,Credit Card,Authentication Failure,2,6,2,0.75,Mobile,Web,15,0.5721512750000001,1,139.49
TXN_004565,490,1044.72,Net Banking,Expired Card,3,7,1,0.875,Mobile,App,0,0.27488819999999997,1,1044.72
TXN_004566,2769,307.88,UPI,Insufficient Funds,3,7,1,0.875,Tablet,Web,9,0.37673029999999996,0,0.0
TXN_004567,2557,1792.58,UPI,Expired Card,3,5,0,1.0,Mobile,App,9,0.34801855000000004,1,1792.58
TXN_004568,390,357.48,Debit Card,Insufficient Funds,1,9,0,1.0,Mobile,App,22,0.5916063,1,357.48
TXN_004569,295,463.36,UPI,Insufficient Funds,1,13,1,0.9285714285714286,Mobile,App,23,0.5484844571428571,0,0.0
TXN_004570,1393,227.11,UPI,Authentication Failure,1,8,1,0.8888888888888888,Mobile,App,5,0.7252655583333334,1,227.11
TXN_004571,2844,242.3,Credit Card,Authentication Failure,2,12,1,0.9230769230769231,Mobile,Web,8,0.6757404038461539,1,242.3
TXN_004572,2913,609.56,Credit Card,Gateway Error,3,12,2,0.8571428571428571,Tablet,App,1,0.6652618142857142,1,609.56
TXN_004573,1718,565.77,UPI,Insufficient Funds,3,4,2,0.6666666666666666,Mobile,Web,6,0.25108557499999995,0,0.0
TXN_004574,2597,454.54,UPI,Network Timeout,1,10,3,0.7692307692307693,Mobile,App,1,0.7829021115384615,1,454.54
TXN_004575,649,3437.19,Credit Card,Insufficient Funds,3,13,5,0.7222222222222222,Mobile,App,23,0.27724035833333327,1,3437.19
TXN_004576,1874,1078.06,Credit Card,Network Timeout,1,9,2,0.8181818181818182,Mobile,App,11,0.8107139409090908,1,1078.06
TXN_004577,568,670.61,Credit Card,Bank Decline,0,9,2,0.8181818181818182,Mobile,Web,10,0.601732565909091,1,670.61
TXN_004578,2901,100.0,Credit Card,Bank Decline,0,9,3,0.75,Mobile,App,22,0.56225,0,0.0
TXN_004579,2818,1287.7,UPI,Network Timeout,0,6,4,0.6,Mobile,App,12,0.7492807499999999,1,1287.7
TXN_004580,445,7300.0,UPI,Authentication Failure,1,6,0,1.0,Desktop,Web,19,0.77425,1,7300.0
TXN_004581,363,572.29,UPI,Bank Decline,1,4,1,0.8,Desktop,App,15,0.521069275,0,0.0
TXN_004582,2171,347.79,Net Banking,Bank Decline,2,11,2,0.8461538461538461,Mobile,Web,12,0.47932283269230763,0,0.0
TXN_004583,1212,757.98,Credit Card,Gateway Error,0,8,2,0.8,Mobile,App,10,0.8406050500000001,0,0.0
TXN_004584,742,211.64,Debit Card,Insufficient Funds,0,6,3,0.6666666666666666,Tablet,App,7,0.46197089999999996,0,0.0
TXN_004585,2042,962.61,Net Banking,Network Timeout,1,12,3,0.8,Mobile,App,4,0.800093475,1,962.61
TXN_004586,680,2208.73,Debit Card,Bank Decline,0,13,4,0.7647058823529411,Mobile,App,16,0.5658017044117647,0,0.0
TXN_004587,2468,388.87,Credit Card,Authentication Failure,1,4,3,0.5714285714285714,Mobile,Web,19,0.534384967857143,0,0.0
TXN_004588,1643,399.05,Credit Card,Bank Decline,1,12,0,1.0,Desktop,Web,19,0.6415023750000001,1,399.05
TXN_004589,1573,624.06,UPI,Insufficient Funds,2,9,1,0.9,Mobile,Web,10,0.46093984999999993,0,0.0
TXN_004590,1359,445.42,Wallet,Gateway Error,0,9,0,1.0,Mobile,Web,14,0.95,1,445.42
TXN_004591,2140,198.37,Credit Card,Authentication Failure,2,11,3,0.7857142857142857,Mobile,App,13,0.5934326464285714,1,198.37
TXN_004592,63,488.73,UPI,Authentication Failure,0,9,2,0.8181818181818182,Mobile,App,16,0.7521872659090909,1,488.73
TXN_004593,2560,415.88,UPI,Bank Decline,1,4,2,0.6666666666666666,Desktop,App,9,0.44146029999999997,1,415.88
TXN_004594,1163,1984.74,Debit Card,Bank Decline,1,10,2,0.8333333333333334,Mobile,App,18,0.53753815,0,0.0
TXN_004595,1229,1676.23,UPI,Gateway Error,4,8,3,0.7272727272727273,Mobile,App,12,0.5146730613636363,0,0.0
TXN_004596,2820,2034.18,UPI,Expired Card,1,9,0,1.0,Mobile,Web,10,0.48741455000000006,1,2034.18
TXN_004597,256,1263.17,UPI,Network Timeout,0,7,1,0.875,Mobile,App,13,0.914342075,1,1263.17
TXN_004598,135,784.17,Debit Card,Gateway Error,2,6,2,0.75,Tablet,App,21,0.670539575,1,784.17
TXN_004599,875,330.46,UPI,Bank Decline,1,7,1,0.875,Desktop,Web,8,0.5666738499999999,0,0.0
TXN_004600,822,1921.56,Debit Card,Insufficient Funds,0,8,2,0.8,Mobile,App,21,0.5376961,0,0.0
TXN_004601,2136,878.51,Debit Card,Expired Card,0,4,1,0.8,Desktop,Web,12,0.44030372500000003,1,878.51
TXN_004602,823,245.08,Net Banking,Insufficient Funds,1,5,0,1.0,Mobile,App,1,0.5918873000000001,1,245.08
TXN_004603,974,320.19,Credit Card,Bank Decline,1,6,1,0.8571428571428571,Mobile,App,17,0.5559852392857143,1,320.19
TXN_004604,2982,242.02,Credit Card,Gateway Error,0,7,0,1.0,Mobile,Web,16,0.95,1,242.02
TXN_004605,1778,128.81,UPI,Bank Decline,4,9,1,0.9,Mobile,App,3,0.372177975,0,0.0
TXN_004606,121,907.61,UPI,Network Timeout,1,9,3,0.75,Desktop,App,10,0.770230975,0,0.0
TXN_004607,1638,247.08,Credit Card,Gateway Error,0,7,1,0.875,Mobile,Web,16,0.8868823,1,247.08
TXN_004608,1365,363.31,UPI,Gateway Error,1,12,1,0.9230769230769231,Mobile,App,6,0.845437878846154,0,0.0
TXN_004609,1008,686.13,Credit Card,Network Timeout,1,7,4,0.6363636363636364,Desktop,App,7,0.7026028568181817,1,686.13
TXN_004610,925,572.31,UPI,Bank Decline,2,7,0,1.0,Mobile,Web,12,0.571069225,0,0.0
TXN_004611,645,375.87,UPI,Gateway Error,0,14,2,0.875,Mobile,App,22,0.886560325,1,375.87
TXN_004612,2033,2242.04,Net Banking,Insufficient Funds,2,6,2,0.75,Mobile,App,17,0.36689489999999997,1,2242.04
TXN_004613,2762,196.11,Credit Card,Network Timeout,2,9,0,1.0,Mobile,App,17,0.8520097249999999,0,0.0
TXN_004614,2908,203.02,Credit Card,Bank Decline,1,6,3,0.6666666666666666,Mobile,App,2,0.44199245,1,203.02
TXN_004615,2069,959.37,UPI,Insufficient Funds,1,9,3,0.75,Mobile,App,23,0.440101575,1,959.37
TXN_004616,242,403.06,UPI,Network Timeout,2,6,1,0.8571428571428571,Mobile,App,13,0.7657780642857142,1,403.06
TXN_004617,2503,390.65,UPI,Bank Decline,0,6,1,0.8571428571428571,Mobile,App,17,0.6258090892857142,1,390.65
TXN_004618,2669,280.56,UPI,Network Timeout,5,6,3,0.6666666666666666,Mobile,App,9,0.4417986,0,0.0
TXN_004619,2351,871.8,Credit Card,Authentication Failure,2,2,1,0.6666666666666666,Mobile,App,17,0.5203205,1,871.8
TXN_004620,1620,796.72,UPI,Network Timeout,3,5,1,0.8333333333333334,Mobile,App,3,0.6805081999999999,1,796.72
TXN_004621,803,731.65,UPI,Insufficient Funds,1,5,2,0.7142857142857143,Mobile,App,5,0.41924230357142855,0,0.0
TXN_004622,964,417.23,Credit Card,Authentication Failure,1,8,3,0.7272727272727273,Desktop,App,10,0.6278205613636364,0,0.0
TXN_004623,69,364.74,UPI,Expired Card,2,6,5,0.5454545454545454,Desktop,App,1,0.1488608772727272,0,0.0
TXN_004624,1153,583.78,Debit Card,Gateway Error,0,7,1,0.875,Tablet,App,0,0.88604055,0,0.0
TXN_004625,196,1441.2,Debit Card,Network Timeout,1,9,1,0.9,Mobile,App,12,0.8588969999999999,0,0.0
TXN_004626,2188,2332.11,UPI,Insufficient Funds,2,5,3,0.625,Mobile,Web,0,0.29166972499999994,0,0.0
TXN_004627,2331,1618.22,Credit Card,Insufficient Funds,2,8,0,1.0,Desktop,Web,15,0.51845445,0,0.0
TXN_004628,2360,996.84,Wallet,Authentication Failure,2,5,2,0.7142857142857143,Desktop,App,16,0.5485793285714285,1,996.84
TXN_004629,746,1459.34,Debit Card,Bank Decline,0,10,4,0.7142857142857143,Mobile,App,22,0.5374230785714286,1,1459.34
TXN_004630,1689,258.39,UPI,Gateway Error,0,8,2,0.8,Mobile,Web,4,0.8418540250000001,1,258.39
TXN_004631,277,375.77,UPI,Gateway Error,2,8,4,0.6666666666666666,Mobile,Web,5,0.621560575,1,375.77
TXN_004632,61,1011.83,UPI,Insufficient Funds,1,8,2,0.8,Mobile,Web,19,0.469970425,1,1011.83
TXN_004633,1914,605.15,Credit Card,Gateway Error,2,8,1,0.8888888888888888,Mobile,App,1,0.7543204583333333,1,605.15
TXN_004634,2100,871.32,UPI,Network Timeout,0,9,1,0.9,Mobile,App,2,0.9303216999999999,1,871.32
TXN_004635,2201,1456.18,Credit Card,Bank Decline,0,9,3,0.75,Mobile,App,9,0.5588595500000001,1,1456.18
TXN_004636,1773,1285.91,Debit Card,Bank Decline,1,4,3,0.5714285714285714,Desktop,App,23,0.38214236785714284,1,1285.91
TXN_004637,1335,277.89,Debit Card,Insufficient Funds,3,7,2,0.7777777777777778,Mobile,App,1,0.3184719416666666,0,0.0
TXN_004638,1838,671.47,UPI,Insufficient Funds,3,12,5,0.7058823529411765,Mobile,Web,22,0.27435073676470584,0,0.0
TXN_004639,2592,318.41,UPI,Bank Decline,3,9,0,1.0,Desktop,App,11,0.5017039750000001,0,0.0
TXN_004640,567,357.15,Debit Card,Expired Card,4,9,3,0.75,Mobile,Web,18,0.131607125,1,357.15
TXN_004641,1572,169.24,UPI,Network Timeout,1,5,4,0.5555555555555556,Mobile,Web,10,0.6554102333333334,1,169.24
TXN_004642,622,740.17,Debit Card,Bank Decline,1,8,1,0.8888888888888888,Mobile,App,1,0.5739829083333332,0,0.0
TXN_004643,2026,159.52,UPI,Network Timeout,0,6,3,0.6666666666666666,Desktop,App,19,0.7921012000000001,1,159.52
TXN_004644,1201,911.7,Net Banking,Expired Card,2,10,3,0.7692307692307693,Desktop,App,6,0.2817592115384615,1,911.7
TXN_004645,314,1971.91,Credit Card,Bank Decline,3,8,2,0.8,Mobile,App,20,0.37757022500000004,0,0.0
TXN_004646,2855,1016.65,UPI,Gateway Error,1,9,1,0.9,Tablet,App,16,0.829958375,1,1016.65
TXN_004647,2896,693.33,Credit Card,Gateway Error,1,10,2,0.8333333333333334,Mobile,App,2,0.790766675,1,693.33
TXN_004648,2145,2270.05,Net Banking,Gateway Error,2,8,4,0.6666666666666666,Mobile,Web,1,0.6168248749999999,1,2270.05
TXN_004649,2929,864.33,UPI,Insufficient Funds,2,4,5,0.4444444444444444,Mobile,App,17,0.18700584166666664,0,0.0
TXN_004650,1237,333.55,UPI,Bank Decline,1,6,3,0.6666666666666666,Mobile,App,6,0.441666125,0,0.0
TXN_004651,2877,735.16,Credit Card,Bank Decline,1,8,1,0.8888888888888888,Mobile,App,13,0.5739954333333332,0,0.0
TXN_004652,137,3189.93,Debit Card,Gateway Error,0,14,3,0.8235294117647058,Mobile,App,4,0.8486428220588236,1,3189.93
TXN_004653,1030,277.52,UPI,Network Timeout,2,10,2,0.8333333333333334,Desktop,App,1,0.7518061999999999,1,277.52
TXN_004654,2157,220.5,UPI,Bank Decline,1,9,2,0.8181818181818182,Desktop,App,18,0.5328578409090909,1,220.5
TXN_004655,2595,1087.82,UPI,Expired Card,1,6,3,0.6666666666666666,Desktop,Web,23,0.28978044999999997,0,0.0
TXN_004656,662,555.99,UPI,Insufficient Funds,2,7,1,0.875,Desktop,App,1,0.44611002499999997,0,0.0
TXN_004657,2473,434.59,UPI,Expired Card,1,5,3,0.625,Mobile,Web,4,0.26641352499999993,1,434.59
TXN_004658,2678,242.9,UPI,Network Timeout,0,11,2,0.8461538461538461,Mobile,Web,4,0.8995850576923076,1,242.9
TXN_004659,2309,139.76,Credit Card,Network Timeout,0,7,3,0.7,Mobile,Web,23,0.8121506000000001,1,139.76
TXN_004660,87,207.44,Debit Card,Network Timeout,2,6,0,1.0,Desktop,Web,4,0.8519814,1,207.44
TXN_004661,2513,2421.01,Credit Card,Insufficient Funds,0,11,5,0.6875,Desktop,App,18,0.468947475,1,2421.01
TXN_004662,2124,660.44,UPI,Insufficient Funds,0,9,4,0.6923076923076923,Mobile,App,18,0.4762335153846154,1,660.44
TXN_004663,2519,138.39,Debit Card,Expired Card,2,8,1,0.8888888888888888,Desktop,App,19,0.3554873583333333,0,0.0
TXN_004664,2462,1715.17,Credit Card,Gateway Error,2,7,0,1.0,Mobile,App,18,0.818212075,0,0.0
TXN_004665,2873,1786.24,Net Banking,Authentication Failure,1,8,5,0.6153846153846154,Mobile,Web,16,0.5572651692307692,0,0.0
TXN_004666,2943,1778.25,Credit Card,Network Timeout,1,15,2,0.8823529411764706,Mobile,App,12,0.8474661397058822,1,1778.25
TXN_004667,2774,474.36,UPI,Network Timeout,1,10,2,0.8333333333333334,Mobile,App,7,0.8213140999999998,1,474.36
TXN_004668,2505,536.44,Credit Card,Bank Decline,2,4,1,0.8,Mobile,App,18,0.45115890000000003,0,0.0
TXN_004669,1309,742.56,UPI,Gateway Error,0,5,3,0.625,Mobile,App,16,0.7356436,1,742.56
TXN_004670,1701,2040.27,Wallet,Network Timeout,0,6,2,0.75,Mobile,App,23,0.837399325,1,2040.27
TXN_004671,2701,426.7,Debit Card,Bank Decline,2,5,2,0.7142857142857143,Desktop,Web,15,0.4000046785714286,0,0.0
TXN_004672,2720,363.75,Debit Card,Bank Decline,0,7,3,0.7,Mobile,App,11,0.531590625,1,363.75
TXN_004673,495,1160.42,Credit Card,Gateway Error,0,9,2,0.8181818181818182,Desktop,App,16,0.8505080409090909,0,0.0
TXN_004674,1648,1750.06,UPI,Bank Decline,3,8,0,1.0,Desktop,App,2,0.49812485000000006,0,0.0
TXN_004675,1943,637.64,Credit Card,Authentication Failure,1,7,0,1.0,Mobile,App,17,0.7909059,1,637.64
TXN_004676,1069,1137.23,Credit Card,Insufficient Funds,2,4,0,1.0,Mobile,App,13,0.519656925,1,1137.23
TXN_004677,1425,727.75,UPI,Network Timeout,0,7,3,0.7,Mobile,Web,10,0.810680625,1,727.75
TXN_004678,597,544.03,Credit Card,Expired Card,0,7,2,0.7777777777777778,Mobile,App,2,0.4278065916666666,0,0.0
TXN_004679,450,342.6,Debit Card,Authentication Failure,1,11,2,0.8461538461538461,Desktop,App,11,0.6993358076923076,1,342.6
TXN_004680,485,264.25,UPI,Gateway Error,2,7,2,0.7777777777777778,Mobile,Web,6,0.6885060416666666,1,264.25
TXN_004681,646,406.75,UPI,Expired Card,2,5,2,0.7142857142857143,Desktop,Web,6,0.25005455357142853,0,0.0
TXN_004682,2668,304.65,Net Banking,Network Timeout,3,8,0,1.0,Desktop,Web,17,0.781738375,0,0.0
TXN_004683,1630,834.46,UPI,Bank Decline,0,11,2,0.8461538461538461,Desktop,App,16,0.6181061576923076,1,834.46
TXN_004684,662,1761.7,UPI,Authentication Failure,3,7,1,0.875,Mobile,App,11,0.5730957499999999,1,1761.7
TXN_004685,758,783.06,UPI,Authentication Failure,1,4,2,0.6666666666666666,Mobile,Web,22,0.5905423500000001,1,783.06
TXN_004686,289,318.44,Credit Card,Gateway Error,1,7,2,0.7777777777777778,Desktop,App,6,0.7583705666666666,1,318.44
TXN_004687,721,1318.57,Wallet,Insufficient Funds,1,10,1,0.9090909090909091,Mobile,Web,23,0.5346581204545454,0,0.0
TXN_004688,638,843.45,UPI,Authentication Failure,1,6,3,0.6666666666666666,Mobile,App,1,0.590391375,1,843.45
TXN_004689,2283,988.18,Net Banking,Network Timeout,2,8,2,0.8,Tablet,Web,16,0.7300295500000001,0,0.0
TXN_004690,2464,439.0,UPI,Network Timeout,0,7,4,0.6363636363636364,Mobile,App,18,0.7732206818181817,1,439.0
TXN_004691,2986,1646.98,Credit Card,Insufficient Funds,2,7,1,0.875,Mobile,Web,2,0.44338254999999993,1,1646.98
TXN_004692,499,1640.26,UPI,Authentication Failure,3,4,2,0.6666666666666666,Mobile,App,15,0.44839935,0,0.0
TXN_004693,634,574.07,Credit Card,Gateway Error,1,13,1,0.9285714285714286,Mobile,Web,4,0.8482076821428572,1,574.07
TXN_004694,1674,1181.76,Net Banking,Insufficient Funds,1,11,0,1.0,Mobile,Web,7,0.5895456000000001,1,1181.76
TXN_004695,2031,1605.5,UPI,Gateway Error,2,10,1,0.9090909090909091,Mobile,App,13,0.7639407954545454,1,1605.5
TXN_004696,115,458.38,UPI,Network Timeout,0,6,0,1.0,Tablet,Web,13,0.95,1,458.38
TXN_004697,2980,623.29,Credit Card,Bank Decline,1,9,0,1.0,Mobile,App,16,0.6409417750000002,1,623.29
TXN_004698,674,708.98,UPI,Authentication Failure,0,12,2,0.8571428571428571,Mobile,App,2,0.7750132642857143,1,708.98
TXN_004699,1737,276.37,UPI,Bank Decline,0,10,0,1.0,Desktop,App,14,0.7118090750000001,1,276.37
TXN_004700,1258,947.03,Net Banking,Network Timeout,4,4,3,0.5714285714285714,Tablet,App,21,0.45298956785714284,1,947.03
TXN_004701,2254,1507.21,Credit Card,Gateway Error,3,7,0,1.0,Mobile,App,11,0.748731975,1,1507.21
TXN_004702,2295,592.82,UPI,Expired Card,0,5,2,0.7142857142857143,Mobile,Web,3,0.38958937857142856,0,0.0
